VarX,VarY,clnum
0.80603,0.82338,1
0.6834,0.85366,1
0.75914,0.82631,1
0.74903,0.85815,1
0.67533,0.79747,1
0.70878,0.93599,1
0.75704,0.88019,1
0.71581,0.84813,1
0.77085,0.93555,1
0.83414,0.87581,1
0.79673,0.88044,1
0.74804,0.8351,1
0.7078,0.89456,1
0.81375,0.79156,1
0.69539,0.85906,1
0.77634,0.82744,1
0.75029,0.74624,1
0.77708,0.89442,1
0.72565,0.90276,1
0.78138,0.82754,1
0.76624,0.83972,1
0.7052,0.89871,1
0.69217,0.79543,1
0.80142,0.82716,1
0.72068,0.83745,1
0.68947,0.88169,1
0.74604,0.85157,1
0.77977,0.90342,1
0.78713,0.88439,1
0.7398,0.84239,1
0.80824,0.85819,1
0.7688,0.86185,1
0.79063,0.88437,1
0.80753,0.85178,1
0.74817,0.82106,1
0.78487,0.90982,1
0.76364,0.84713,1
0.7904,0.82664,1
0.79387,0.83994,1
0.77054,0.83809,1
0.73672,0.87981,1
0.7109,0.86527,1
0.70522,0.90109,1
0.70082,0.91482,1
0.7559,0.95997,1
0.75075,0.85614,1
0.68083,0.89573,1
0.75784,0.82243,1
0.80926,0.81603,1
0.75721,0.86417,1
0.79802,0.86403,1
0.72697,0.82514,1
0.79586,0.84411,1
0.65519,0.83066,1
0.67388,0.82899,1
0.75838,0.85053,1
0.753,0.87447,1
0.81736,0.85188,1
0.71795,0.86244,1
0.78424,0.89284,1
0.69417,0.85258,1
0.79429,0.88618,1
0.77787,0.84413,1
0.74309,0.88078,1
0.75518,0.85976,1
0.77675,0.81353,1
0.72938,0.89211,1
0.7345,0.80554,1
0.71096,0.88036,1
0.82882,0.88716,1
0.76057,0.894,1
0.70857,0.83574,1
0.73147,0.82187,1
0.78342,0.8287,1
0.71302,0.8304,1
0.67845,0.77614,1
0.75049,0.82718,1
0.70529,0.84268,1
0.73005,0.90418,1
0.68445,0.87292,1
0.71271,0.84572,1
0.77134,0.89139,1
0.73143,0.92863,1
0.77338,0.83143,1
0.71408,0.79079,1
0.78131,0.84467,1
0.74933,0.89797,1
0.75235,0.93265,1
0.80035,0.90746,1
0.73945,0.84568,1
0.80129,0.86499,1
0.7748,0.73516,1
0.7835,0.8148,1
0.7349,0.89853,1
0.68802,0.84852,1
0.80981,0.83884,1
0.7018,0.89909,1
0.70284,0.91013,1
0.79511,0.86189,1
0.77948,0.84665,1
0.77483,0.8265,1
0.72972,0.95496,1
0.71637,0.85526,1
0.75055,0.86107,1
0.78466,0.81462,1
0.7589,0.82469,1
0.63306,0.86116,1
0.70726,0.81747,1
0.83771,0.85657,1
0.78701,0.87327,1
0.74257,0.8061,1
0.73211,0.90961,1
0.68786,0.86872,1
0.76427,0.92088,1
0.77049,0.83615,1
0.6169,0.94118,1
0.76359,0.87775,1
0.74072,0.90719,1
0.76571,0.88285,1
0.79764,0.87589,1
0.7674,0.91324,1
0.7657,0.96973,1
0.7343,0.87002,1
0.77799,0.80624,1
0.73689,0.88358,1
0.79515,0.89334,1
0.81516,0.81581,1
0.728,0.86883,1
0.76094,0.81059,1
0.82546,0.79731,1
0.77022,0.93451,1
0.71575,0.83118,1
0.78943,0.8795,1
0.68847,0.86059,1
0.77978,0.81565,1
0.75187,0.90525,1
0.67816,0.77767,1
0.76124,0.80747,1
0.76038,0.82168,1
0.73541,0.96919,1
0.76375,0.85368,1
0.73794,0.84974,1
0.72086,0.78873,1
0.77342,0.89435,1
0.74948,0.81486,1
0.79722,0.83966,1
0.77558,0.89093,1
0.77317,0.85087,1
0.77487,0.8296,1
0.7436,0.88106,1
0.82096,0.85611,1
0.79453,0.87666,1
0.75994,0.83019,1
0.68472,0.86962,1
0.79294,0.91329,1
0.7299,0.8729,1
0.77678,0.90855,1
0.77722,0.89688,1
0.7547,0.86164,1
0.78571,0.838,1
0.74745,0.80748,1
0.78741,0.85073,1
0.76502,0.83449,1
0.71221,0.83329,1
0.71201,0.83769,1
0.71297,0.83261,1
0.7377,0.83886,1
0.80849,0.87505,1
0.74402,0.85347,1
0.77002,0.829,1
0.72143,0.92617,1
0.67664,0.82183,1
0.71946,0.89478,1
0.79197,0.84629,1
0.66948,0.87217,1
0.73246,0.86028,1
0.72367,0.91064,1
0.74885,0.85873,1
0.70297,0.88239,1
0.6786,0.84801,1
0.72429,0.87393,1
0.81203,0.78726,1
0.81192,0.90909,1
0.71626,0.86782,1
0.77969,0.88372,1
0.75552,0.9636,1
0.72937,0.90545,1
0.71017,0.84028,1
0.77231,0.77554,1
0.78508,0.85581,1
0.7432,0.8681,1
0.74475,0.83538,1
0.71654,0.87315,1
0.73112,0.85184,1
0.75325,0.81143,1
0.74986,0.85423,1
0.75069,0.86658,1
0.81737,0.88978,1
0.69002,0.87682,1
0.71116,0.8171,1
0.77316,0.75463,1
0.75645,0.86866,1
0.69993,0.82745,1
0.77754,0.85482,1
0.70598,0.8561,1
0.6481,0.80655,1
0.75776,0.95597,1
0.72574,0.91878,1
0.79982,0.85261,1
0.71831,0.87881,1
0.78792,0.89032,1
0.71573,0.88325,1
0.80412,0.86383,1
0.68409,0.78592,1
0.74897,0.90282,1
0.63905,0.81696,1
0.69947,0.89677,1
0.75739,0.90328,1
0.78447,0.87266,1
0.74852,0.86669,1
0.68302,0.83558,1
0.76915,0.87013,1
0.70593,0.90548,1
0.69057,0.85183,1
0.74548,0.78474,1
0.75745,0.90751,1
0.82812,0.90911,1
0.69128,0.90732,1
0.76161,0.86945,1
0.73926,0.85317,1
0.68809,0.90075,1
0.74409,0.88202,1
0.74291,0.81208,1
0.79309,0.89674,1
0.76349,0.86235,1
0.74388,0.80803,1
0.73632,0.95171,1
0.68222,0.81114,1
0.78668,0.90091,1
0.7337,0.86022,1
0.75765,0.86264,1
0.69458,0.81231,1
0.72132,0.88391,1
0.74941,0.78476,1
0.67319,0.82719,1
0.75899,0.82858,1
0.76788,0.84486,1
0.78333,0.91867,1
0.79235,0.9028,1
0.82192,0.83182,1
0.82362,0.84885,1
0.76782,0.81258,1
0.78363,0.89868,1
0.75859,0.89238,1
0.71744,0.86597,1
0.75003,0.88284,1
0.70669,0.80766,1
0.73453,0.79235,1
0.69817,0.87413,1
0.71975,0.84874,1
0.72454,0.89923,1
0.67064,0.85312,1
0.74507,0.82078,1
0.7365,0.92582,1
0.68182,0.91397,1
0.79158,0.82927,1
0.67748,0.84114,1
0.75013,0.84589,1
0.71713,0.85975,1
0.80302,0.90023,1
0.78853,0.83033,1
0.759,0.82127,1
0.76203,0.86447,1
0.75607,0.85539,1
0.74198,0.87749,1
0.74843,0.85347,1
0.6914,0.82091,1
0.77452,0.8529,1
0.70539,0.883,1
0.70098,0.8406,1
0.81852,0.82073,1
0.75002,0.83139,1
0.8239,0.79913,1
0.75823,0.77725,1
0.75976,0.84173,1
0.74637,0.8339,1
0.69078,0.86573,1
0.81032,0.90739,1
0.79016,0.88445,1
0.70796,0.92356,1
0.73806,0.85988,1
0.77619,0.84991,1
0.76669,0.91485,1
0.73935,0.86915,1
0.70227,0.89317,1
0.66081,0.84542,1
0.76368,0.86252,1
0.77274,0.85965,1
0.71898,0.93146,1
0.70729,0.86633,1
0.7268,0.85303,1
0.73244,0.76476,1
0.74567,0.88057,1
0.80943,0.86985,1
0.73183,0.89483,1
0.86117,0.85076,1
0.73468,0.88265,1
0.71993,0.87912,1
0.71997,0.8221,1
0.73873,0.84878,1
0.75446,0.89937,1
0.68896,0.8343,1
0.68692,0.85886,1
0.72491,0.88216,1
0.84804,0.92127,1
0.74593,0.90372,1
0.71248,0.87835,1
0.74331,0.9129,1
0.76171,0.88469,1
0.7231,0.81052,1
0.74791,0.8928,1
0.74305,0.89235,1
0.7025,0.85236,1
0.83198,0.93723,1
0.77382,0.87646,1
0.71498,0.80956,1
0.70296,0.8408,1
0.75214,0.81619,1
0.79313,0.91624,1
0.68663,0.86877,1
0.79875,0.86407,1
0.67193,0.85087,1
0.74696,0.76873,1
0.8053,0.89606,1
0.79418,0.89581,1
0.74523,0.78547,1
0.83714,0.88776,1
0.80879,0.87066,1
0.74545,0.90943,1
0.67178,0.91506,1
0.69826,0.8194,1
0.77393,0.93793,1
0.71896,0.90552,1
0.7724,0.84245,1
0.746,0.9347,1
0.75942,0.8718,1
0.80932,0.88086,1
0.80036,0.89492,1
0.7457,0.86847,1
0.72298,0.87798,1
0.71446,0.86626,1
0.77124,0.87337,1
0.75195,0.82999,1
0.74479,0.85644,1
0.75559,0.89169,1
0.71794,0.69405,1
0.76999,0.84963,1
0.83533,0.79833,1
0.74547,0.91383,1
0.72002,0.87104,1
0.77397,0.90732,1
0.77824,0.88578,1
0.72761,0.79978,1
0.77362,0.87593,1
0.78566,0.84911,1
0.84329,0.90578,1
0.81625,0.89122,1
0.81035,0.87725,1
0.69538,0.90462,1
0.71155,0.8765,1
0.77582,0.89232,1
0.78962,0.93447,1
0.72966,0.83908,1
0.75931,0.85099,1
0.75101,0.87091,1
0.81474,0.85642,1
0.73298,0.77137,1
0.73733,0.83621,1
0.79844,0.86329,1
0.77732,0.82866,1
0.75807,0.90773,1
0.73722,0.8853,1
0.73628,0.94447,1
0.75038,0.8253,1
0.77747,0.79511,1
0.68252,0.89131,1
0.76708,0.89842,1
0.74293,0.87425,1
0.77775,0.89725,1
0.68006,0.91933,1
0.69671,0.79878,1
0.76332,0.78791,1
0.81305,0.84756,1
0.7494,0.90124,1
0.72499,0.90507,1
0.74059,0.83334,1
0.80416,0.88009,1
0.71644,0.91345,1
0.67116,0.92828,1
0.77269,0.85535,1
0.77553,0.83667,1
0.75929,0.83656,1
0.68498,0.87201,1
0.71268,0.84787,1
0.78964,0.80582,1
0.74309,0.89504,1
0.79697,0.86796,1
0.76696,0.81444,1
0.76466,0.8576,1
0.75512,0.80556,1
0.78022,0.85913,1
0.76436,0.83747,1
0.80513,0.84485,1
0.71613,0.89753,1
0.71592,0.88433,1
0.71669,0.85671,1
0.75558,0.78786,1
0.76672,0.83451,1
0.75445,0.87367,1
0.74192,0.82932,1
0.7516,0.80448,1
0.68198,0.86909,1
0.75728,0.82793,1
0.76333,0.87606,1
0.78126,0.7946,1
0.72718,0.85759,1
0.75424,0.88582,1
0.74397,0.83524,1
0.80801,0.89162,1
0.72746,0.80743,1
0.67913,0.88972,1
0.77858,0.89704,1
0.79683,0.84822,1
0.72317,0.87529,1
0.72493,0.9612,1
0.77693,0.81162,1
0.82866,0.87005,1
0.70527,0.86319,1
0.74015,0.82833,1
0.70332,0.89649,1
0.82294,0.8675,1
0.78235,0.82415,1
0.71213,0.86999,1
0.69572,0.86628,1
0.77351,0.88459,1
0.84735,0.85681,1
0.75162,0.89925,1
0.75036,0.92175,1
0.78678,0.77202,1
0.72234,0.89144,1
0.77414,0.85578,1
0.78828,0.87509,1
0.79218,0.91719,1
0.69347,0.89634,1
0.76783,0.90562,1
0.79991,0.93573,1
0.76649,0.90601,1
0.79342,0.8443,1
0.74909,0.86915,1
0.73733,0.9251,1
0.7952,0.81584,1
0.81233,0.90316,1
0.77523,0.87948,1
0.70264,0.94225,1
0.82039,0.84993,1
0.7048,0.8788,1
0.76002,0.92445,1
0.76305,0.92597,1
0.70648,0.82714,1
0.72166,0.80022,1
0.73579,0.85042,1
0.70921,0.89375,1
0.74709,0.85162,1
0.79384,0.85265,1
0.70039,0.81401,1
0.79833,0.81339,1
0.72734,0.8295,1
0.76801,0.77157,1
0.72604,0.85957,1
0.76153,0.88338,1
0.75914,0.95526,1
0.72199,0.84424,1
0.81165,0.80409,1
0.75587,0.86204,1
0.74422,0.89209,1
0.67978,0.87658,1
0.78087,0.89297,1
0.82196,0.89235,1
0.70713,0.84722,1
0.75513,0.87846,1
0.8478,0.84169,1
0.7747,0.86827,1
0.73533,0.86003,1
0.71168,0.84646,1
0.80859,0.80314,1
0.74696,0.84671,1
0.70968,0.82429,1
0.84433,0.84746,1
0.76529,0.86856,1
0.77234,0.88601,1
0.73254,0.83845,1
0.73501,0.92335,1
0.71743,0.8167,1
0.7323,0.87114,1
0.68412,0.87973,1
0.71724,0.89209,1
0.79329,0.79717,1
0.73501,0.8178,1
0.74425,0.88098,1
0.72289,0.88439,1
0.71735,0.93208,1
0.82186,0.85241,1
0.78297,0.85044,1
0.74472,0.84571,1
0.69444,0.86606,1
0.69927,0.89311,1
0.77384,0.83679,1
0.73845,0.95749,1
0.72984,0.86172,1
0.84709,0.85946,1
0.7229,0.86666,1
0.7267,0.88506,1
0.73891,0.86886,1
0.75638,0.88608,1
0.7002,0.78096,1
0.82689,0.86514,1
0.80316,0.82969,1
0.72621,0.86313,1
0.82267,0.84191,1
0.79118,0.83296,1
0.78351,0.85884,1
0.79026,0.86549,1
0.79276,0.82247,1
0.73697,0.88707,1
0.71382,0.88342,1
0.75071,0.81515,1
0.69866,0.84248,1
0.71005,0.95266,1
0.68283,0.87992,1
0.80707,0.8545,1
0.81239,0.92832,1
0.69412,0.884,1
0.73657,0.80756,1
0.76825,0.80511,1
0.66382,0.94805,1
0.63237,0.87281,1
0.73025,0.84983,1
0.69867,0.83037,1
0.74242,0.92777,1
0.7646,0.85684,1
0.76487,0.8282,1
0.74309,0.8577,1
0.81313,0.89693,1
0.71586,0.86567,1
0.76787,0.85825,1
0.70473,0.90798,1
0.78338,0.87403,1
0.77793,0.90177,1
0.74576,0.83882,1
0.71208,0.88008,1
0.74163,0.86943,1
0.75151,0.82622,1
0.73548,0.85277,1
0.77703,0.85394,1
0.78291,0.84794,1
0.79841,0.83975,1
0.70427,0.87684,1
0.8156,0.90227,1
0.76406,0.84922,1
0.65456,0.86828,1
0.69851,0.85716,1
0.7217,0.88495,1
0.7403,0.95214,1
0.77881,0.81934,1
0.74783,0.8411,1
0.7597,0.8488,1
0.71397,0.92479,1
0.66244,0.882,1
0.78456,0.82564,1
0.73331,0.88767,1
0.73319,0.88785,1
0.75907,0.86411,1
0.68689,0.87124,1
0.71563,0.84289,1
0.70573,0.842,1
0.82739,0.85677,1
0.77098,0.91195,1
0.74587,0.8963,1
0.79236,0.84648,1
0.69098,0.85766,1
0.75706,0.87441,1
0.78077,0.90989,1
0.75178,0.95359,1
0.71562,0.81143,1
0.69897,0.79703,1
0.76432,0.89272,1
0.7233,0.87744,1
0.75277,0.92289,1
0.74325,0.7873,1
0.73557,0.83674,1
0.69742,0.8617,1
0.74311,0.87031,1
0.70622,0.95546,1
0.76475,0.88354,1
0.81961,0.86449,1
0.70457,0.81166,1
0.79375,0.84248,1
0.75619,0.86456,1
0.76363,0.88826,1
0.79788,0.86074,1
0.73786,0.88857,1
0.80991,0.8853,1
0.70094,0.78875,1
0.78894,0.87053,1
0.69974,0.88725,1
0.74531,0.87435,1
0.76317,0.86924,1
0.75131,0.88355,1
0.81584,0.87243,1
0.71877,0.90271,1
0.7768,0.83434,1
0.72017,0.89579,1
0.76698,0.92028,1
0.79331,0.83293,1
0.76355,0.86644,1
0.7385,0.9181,1
0.7346,0.94089,1
0.67263,0.90518,1
0.74711,0.86024,1
0.72419,0.87109,1
0.76703,0.79988,1
0.86766,0.93168,1
0.7481,0.81791,1
0.76237,0.84948,1
0.75919,0.88233,1
0.74862,0.92984,1
0.74561,0.9142,1
0.78457,0.84452,1
0.71345,0.87845,1
0.72323,0.89014,1
0.74767,0.94138,1
0.70617,0.87251,1
0.76839,0.85041,1
0.68072,0.86236,1
0.73852,0.86796,1
0.78334,0.91784,1
0.75136,0.93548,1
0.75286,0.90241,1
0.75309,0.82759,1
0.73848,0.86329,1
0.69287,0.87844,1
0.74344,0.86954,1
0.73939,0.87929,1
0.80383,0.87163,1
0.67548,0.85323,1
0.72155,0.84638,1
0.69846,0.81951,1
0.78268,0.84193,1
0.70566,0.86454,1
0.75541,0.85098,1
0.71869,0.87559,1
0.73622,0.82369,1
0.85625,0.88536,1
0.70746,0.90589,1
0.74037,0.93889,1
0.78408,0.87723,1
0.78868,0.89764,1
0.79178,0.85157,1
0.76445,0.83027,1
0.75214,0.83265,1
0.69039,0.84652,1
0.75507,0.86623,1
0.74844,0.90443,1
0.72139,0.88812,1
0.76276,0.88226,1
0.68147,0.84741,1
0.6744,0.82532,1
0.67707,0.86784,1
0.80918,0.87782,1
0.75381,0.76445,1
0.71415,0.86432,1
0.74538,0.87283,1
0.76633,0.8616,1
0.69776,0.92065,1
0.70219,0.91558,1
0.76626,0.8778,1
0.76293,0.91441,1
0.7174,0.84085,1
0.76647,0.8872,1
0.72124,0.8753,1
0.70795,0.90204,1
0.78989,0.88643,1
0.71787,0.89977,1
0.82404,0.84517,1
0.7885,0.82534,1
0.79085,0.80553,1
0.83835,0.86312,1
0.76173,0.87917,1
0.69895,0.86787,1
0.80809,0.82473,1
0.65061,0.88321,1
0.77672,0.81065,1
0.75853,0.80963,1
0.73999,0.83012,1
0.8077,0.89222,1
0.73382,0.80477,1
0.68927,0.84011,1
0.77834,0.7991,1
0.7527,0.88958,1
0.75435,0.84327,1
0.78246,0.83451,1
0.77598,0.88014,1
0.72817,0.86484,1
0.77006,0.8463,1
0.70302,0.87313,1
0.71535,0.93183,1
0.73308,0.8622,1
0.75923,0.79717,1
0.80226,0.83832,1
0.73423,0.87202,1
0.70683,0.80023,1
0.71073,0.82092,1
0.79297,0.87776,1
0.69535,0.96171,1
0.76621,0.82976,1
0.74999,0.89797,1
0.75193,0.88281,1
0.71063,0.83688,1
0.81928,0.88549,1
0.72416,0.90001,1
0.77999,0.89339,1
0.79125,0.94762,1
0.70259,0.83938,1
0.76501,0.79591,1
0.7295,0.76074,1
0.69035,0.83638,1
0.76782,0.86885,1
0.63882,0.9218,1
0.80513,0.95019,1
0.70173,0.91195,1
0.68863,0.89787,1
0.67436,0.83952,1
0.76844,0.90821,1
0.81947,0.88875,1
0.71482,0.81995,1
0.69129,0.91372,1
0.76115,0.90431,1
0.83101,0.80374,1
0.69434,0.83084,1
0.74869,0.90997,1
0.72771,0.91078,1
0.75554,0.8677,1
0.73553,0.84529,1
0.69851,0.86095,1
0.75525,0.78506,1
0.74361,0.73652,1
0.74121,0.85642,1
0.72174,0.88424,1
0.77022,0.94196,1
0.71437,0.8387,1
0.78833,0.82348,1
0.71365,0.85874,1
0.87553,0.81854,1
0.82013,0.86967,1
0.81237,0.84076,1
0.72759,0.91123,1
0.77093,0.90135,1
0.79496,0.88324,1
0.806,0.80571,1
0.74054,0.92034,1
0.63999,0.8765,1
0.7482,0.89521,1
0.73113,0.8673,1
0.72483,0.83307,1
0.75464,0.88258,1
0.7499,0.75228,1
0.79271,0.84393,1
0.78802,0.73903,1
0.76969,0.80222,1
0.78103,0.88507,1
0.73759,0.86741,1
0.71711,0.84686,1
0.72121,0.89841,1
0.71089,0.87671,1
0.77346,0.88137,1
0.73267,0.83944,1
0.78446,0.90388,1
0.77672,0.84317,1
0.74381,0.86749,1
0.71377,0.87136,1
0.83851,0.82248,1
0.79316,0.88243,1
0.74737,0.77871,1
0.83001,0.78575,1
0.7922,0.89399,1
0.71626,0.85454,1
0.68152,0.90472,1
0.74272,0.85231,1
0.74232,0.93788,1
0.73246,0.83002,1
0.72682,0.86016,1
0.84106,0.89348,1
0.73347,0.85836,1
0.77658,0.91726,1
0.77886,0.87885,1
0.78992,0.81531,1
0.8184,0.8972,1
0.72023,0.90012,1
0.71321,0.89068,1
0.74393,0.85585,1
0.79105,0.87498,1
0.71915,0.87913,1
0.75256,0.88317,1
0.72429,0.89119,1
0.75046,0.87811,1
0.66682,0.9035,1
0.75534,0.91581,1
0.82354,0.84222,1
0.73955,0.84372,1
0.73813,0.92771,1
0.74448,0.82606,1
0.73331,0.83491,1
0.68977,0.86449,1
0.71903,0.89468,1
0.78719,0.89617,1
0.71362,0.88264,1
0.78022,0.86563,1
0.7774,0.81166,1
0.70956,0.90576,1
0.76514,0.82494,1
0.75674,0.93187,1
0.76182,0.76154,1
0.78455,0.82803,1
0.78833,0.86981,1
0.78411,0.96062,1
0.75293,0.86722,1
0.70748,0.9443,1
0.79848,0.86802,1
0.78121,0.82895,1
0.78265,0.83401,1
0.78723,0.85194,1
0.68255,0.85566,1
0.7705,0.89475,1
0.70242,0.87368,1
0.74877,0.87511,1
0.80478,0.93942,1
0.70169,0.94172,1
0.79069,0.79419,1
0.79534,0.91157,1
0.7781,0.82402,1
0.68979,0.86546,1
0.76068,0.84055,1
0.718,0.87498,1
0.75776,0.88874,1
0.79759,0.88354,1
0.73844,0.87155,1
0.6964,0.8233,1
0.77669,0.91078,1
0.72407,0.86312,1
0.75067,0.9291,1
0.74626,0.82048,1
0.71303,0.87908,1
0.73764,0.81286,1
0.7985,0.81656,1
0.69574,0.84203,1
0.81484,0.84263,1
0.72266,0.92828,1
0.73245,0.87388,1
0.7956,0.88051,1
0.75026,0.90206,1
0.64272,0.85114,1
0.76475,0.93702,1
0.77158,0.86239,1
0.78401,0.84869,1
0.78097,0.92941,1
0.78518,0.82287,1
0.76807,0.88822,1
0.81914,0.89289,1
0.76031,0.88932,1
0.71225,0.84154,1
0.75907,0.86964,1
0.80049,0.89846,1
0.78233,0.86032,1
0.75381,0.82586,1
0.73192,0.85904,1
0.76952,0.83342,1
0.70659,0.93356,1
0.81391,0.8718,1
0.83699,0.8658,1
0.72299,0.89609,1
0.73923,0.85776,1
0.78026,0.93537,1
0.76713,0.8802,1
0.66278,0.88198,1
0.6757,0.91938,1
0.75854,0.93924,1
0.74187,0.83518,1
0.7602,0.87275,1
0.76732,0.83893,1
0.80162,0.85556,1
0.71577,0.90612,1
0.83397,0.88334,1
0.71122,0.92255,1
0.83252,0.882,1
0.74338,0.90143,1
0.72165,0.8438,1
0.76423,0.89185,1
0.77409,0.92807,1
0.73398,0.78965,1
0.7759,0.90896,1
0.74505,0.8786,1
0.76222,0.78932,1
0.73188,0.82836,1
0.77197,0.8538,1
0.75944,0.86866,1
0.71771,0.82439,1
0.77707,0.85906,1
0.73388,0.8878,1
0.78991,0.78989,1
0.74063,0.86824,1
0.71929,0.85906,1
0.73337,0.83628,1
0.82504,0.84851,1
0.82092,0.89353,1
0.77317,0.86374,1
0.77704,0.91417,1
0.74814,0.85311,1
0.73074,0.80716,1
0.79054,0.88467,1
0.77346,0.8217,1
0.78201,0.79221,1
0.7142,0.8473,1
0.78462,0.87377,1
0.69348,0.91951,1
0.73507,0.90198,1
0.70033,0.77788,1
0.85066,0.86202,1
0.77351,0.83377,1
0.82693,0.81722,1
0.701,0.90608,1
0.81783,0.85911,1
0.67465,0.8129,1
0.73155,0.96297,1
0.86884,0.87638,1
0.7074,0.81116,1
0.68737,0.82889,1
0.7196,0.92863,1
0.73761,0.81378,1
0.75541,0.8622,1
0.75615,0.85242,1
0.76446,0.90228,1
0.70565,0.88055,1
0.81508,0.88707,1
0.75598,0.82348,1
0.76992,0.86563,1
0.69205,0.87667,1
0.79302,0.91273,1
0.7874,0.86092,1
0.68868,0.87378,1
0.76465,0.82187,1
0.72854,0.82388,1
0.79862,0.86996,1
0.6879,0.83334,1
0.72947,0.89293,1
0.73606,0.80967,1
0.7272,0.79859,1
0.68164,0.90792,1
0.746,0.87632,1
0.80062,0.86693,1
0.71941,0.89988,1
0.79897,0.77131,1
0.73618,0.83983,1
0.77503,0.91242,1
0.77908,0.87672,1
0.65934,0.89569,1
0.74961,0.86229,1
0.76664,0.82708,1
0.80196,0.86182,1
0.79331,0.86048,1
0.76596,0.84724,1
0.73883,0.84389,1
0.76782,0.8608,1
0.76255,0.80207,1
0.75526,0.86238,1
0.71616,0.91389,1
0.74491,0.84456,1
0.65622,0.91611,1
0.73441,0.90177,1
0.78573,0.91213,1
0.67857,0.89965,1
0.66843,0.82563,1
0.74336,0.77672,1
0.78388,0.85192,1
0.67946,0.87411,1
0.74409,0.81718,1
0.72629,0.86875,1
0.74654,0.93887,1
0.75384,0.87616,1
0.74571,0.84038,1
0.82132,0.82084,1
0.85936,0.80537,1
0.76529,0.89244,1
0.71384,0.83532,1
0.72272,0.8017,1
0.72097,0.89635,1
0.79881,0.88109,1
0.73797,0.81801,1
0.79695,0.80887,1
0.68795,0.87414,1
0.77454,0.8588,1
0.68533,0.83929,1
0.77917,0.89354,1
0.74408,0.85596,1
0.72906,0.80017,1
0.76039,0.87854,1
0.75524,0.84342,1
0.78233,0.83487,1
0.75942,0.91201,1
0.70094,0.87935,1
0.82773,0.86634,1
0.65379,0.87468,1
0.68214,0.89349,1
0.75717,0.87111,1
0.77472,0.87456,1
0.74859,0.8288,1
0.70637,0.85414,1
0.7223,0.90027,1
0.74234,0.87851,1
0.7456,0.86846,1
0.82333,0.86783,1
0.75449,0.84866,1
0.73849,0.88749,1
0.74015,0.86404,1
0.79631,0.84939,1
0.75371,0.92698,1
0.69311,0.88645,1
0.79299,0.78136,1
0.74385,0.87297,1
0.75097,0.81753,1
0.74038,0.86675,1
0.81241,0.92944,1
0.70178,0.94327,1
0.74786,0.80998,1
0.67255,0.81225,1
0.68988,0.78116,1
0.66812,0.81805,1
0.68572,0.84516,1
0.77168,0.79816,1
0.74939,0.87294,1
0.70593,0.8458,1
0.71445,0.9059,1
0.70559,0.91317,1
0.83094,0.89893,1
0.74132,0.82273,1
0.76865,0.88486,1
0.69283,0.89529,1
0.72181,0.83885,1
0.8398,0.89301,1
0.80579,0.86797,1
0.73913,0.87426,1
0.77931,0.84827,1
0.7256,0.88179,1
0.76888,0.84574,1
0.73748,0.92225,1
0.66432,0.87955,1
0.70683,0.89578,1
0.76407,0.87771,1
0.79306,0.79973,1
0.82265,0.83199,1
0.69831,0.84054,1
0.72817,0.83798,1
0.74394,0.84444,1
0.74915,0.81879,1
0.74387,0.90108,1
0.70548,0.96394,1
0.74334,0.84791,1
0.7566,0.86894,1
0.77268,0.85639,1
0.79562,0.99349,1
0.74839,0.895,1
0.75114,0.85335,1
0.76631,0.86811,1
0.75807,0.77652,1
0.72423,0.85036,1
0.80387,0.91223,1
0.8114,0.84657,1
0.789,0.7732,1
0.68214,0.9067,1
0.79528,0.92571,1
0.71179,0.85919,1
0.65908,0.82524,1
0.75932,0.83326,1
0.75267,0.8465,1
0.7245,0.86179,1
0.70327,0.93139,1
0.65561,0.88106,1
0.74023,0.91729,1
0.70327,0.80832,1
0.65986,0.87049,1
0.81897,0.87098,1
0.74201,0.89551,1
0.72773,0.82843,1
0.78832,0.94709,1
0.74899,0.86422,1
0.73849,0.82142,1
0.77607,0.85833,1
0.85819,0.86972,1
0.6898,0.78626,1
0.72423,0.89498,1
0.70002,0.89165,1
0.80863,0.92668,1
0.77585,0.84826,1
0.79919,0.8232,1
0.79355,0.88898,1
0.79095,0.86061,1
0.77489,0.90064,1
0.79938,0.83227,1
0.77438,0.91491,1
0.7298,0.81226,1
0.61586,0.8763,1
0.75172,0.83166,1
0.76507,0.87471,1
0.76559,0.82199,1
0.77843,0.89736,1
0.80033,0.94866,1
0.75198,0.88729,1
0.6881,0.90473,1
0.73765,0.86704,1
0.77292,0.85245,1
0.76915,0.80962,1
0.65654,0.85298,1
0.7701,0.85183,1
0.78785,0.82029,1
0.75636,0.82415,1
0.66046,0.92418,1
0.71929,0.86553,1
0.84724,0.89577,1
0.71322,0.82711,1
0.72349,0.91584,1
0.77979,0.80304,1
0.63376,0.82763,1
0.72223,0.8711,1
0.80543,0.82857,1
0.80349,0.8035,1
0.73563,0.82413,1
0.73657,0.91709,1
0.71808,0.86853,1
0.79456,0.82635,1
0.81119,0.88495,1
0.79843,0.7851,1
0.75902,0.8936,1
0.82367,0.91959,1
0.75151,0.80117,1
0.79683,0.82758,1
0.75301,0.86492,1
0.73573,0.76491,1
0.75728,0.90063,1
0.69778,0.86308,1
0.79851,0.89531,1
0.73295,0.85528,1
0.80621,0.87328,1
0.81629,0.84778,1
0.75139,0.90071,1
0.77827,0.91949,1
0.74657,0.81422,1
0.66626,0.91358,1
0.71392,0.88111,1
